"Addresse des Users","Port des von ...",Userinformation1,Userinformation2,Datum,Request,Response,"Port für ...",Request-URL,Browser
85.195.220.110,31847,-,-,"03/Dec/2024:09:30:05 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9536,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15"
83.150.43.44,51849,-,-,"03/Dec/2024:09:35:50 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9536,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
83.78.110.69,61252,-,-,"03/Dec/2024:09:52:29 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4828,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
194.209.11.24,60175,-,-,"03/Dec/2024:09:52:37 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9536,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
62.167.161.184,29354,-,-,"03/Dec/2024:09:59:47 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9536,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
85.195.223.205,51185,-,-,"03/Dec/2024:10:04:16 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4828,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
194.230.160.195,40827,-,-,"03/Dec/2024:10:25:58 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9536,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1"
212.117.117.70,53493,-,-,"03/Dec/2024:10:53:13 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9536,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.47.104.34,13434,-,-,"03/Dec/2024:11:08:57 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4264,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
195.234.163.106,40022,-,-,"03/Dec/2024:11:17:01 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4828,"https://portal.nanoo.tv/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
146.4.93.126,59328,-,-,"03/Dec/2024:11:45:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4264,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
194.191.234.112,54724,-,-,"03/Dec/2024:12:19:17 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4828,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0"
195.234.163.98,48316,-,-,"03/Dec/2024:12:27:43 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
62.202.30.119,54646,-,-,"03/Dec/2024:13:18:35 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
77.109.144.90,51885,-,-,"03/Dec/2024:13:41:46 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:104.0) Gecko/20100101 Firefox/104.0"
194.209.11.33,64570,-,-,"03/Dec/2024:14:12:26 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
195.189.148.1,10411,-,-,"03/Dec/2024:14:26:50 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
185.39.93.54,57510,-,-,"03/Dec/2024:14:59:24 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
193.47.104.40,35205,-,-,"03/Dec/2024:15:15:03 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
85.195.223.205,53944,-,-,"03/Dec/2024:15:32:47 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
2a02:1210:3426:c000:ed2c:e708:aeb0:9a17,62667,-,-,"03/Dec/2024:15:38:05 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2001:171b:2269:efd0:f057:6d87:d7e5:c7e0,50626,-,-,"03/Dec/2024:15:41:18 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
94.247.216.58,49251,-,-,"03/Dec/2024:15:42:31 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
81.221.147.130,52742,-,-,"03/Dec/2024:15:45:22 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203"
82.197.167.146,19840,-,-,"03/Dec/2024:15:50:40 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:168:672d:0:746b:22bc:42b:52af,64038,-,-,"03/Dec/2024:16:05:27 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0"
46.140.195.210,53404,-,-,"03/Dec/2024:16:05:36 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
